0.30975769;0.240315414;0.529218262;0.033269032;0.279933044;0.204032257;0.373808868;NaN;-0.074244415;-0.071408333;-0.061648281;0.092747704;0.162089172;-0.035432091;0.033455597;0.235396378;0.103677399;-0.092077957;0.030062136;0.252966278;0.953610046;0.700511658;0.460182338;-0.016420713;-0.158516342;0.050550842;0.967847656;0.695872864;0.508471466;-0.017709906;-0.163522945
0.318512329;0.247437103;0.529440369;0.033005203;0.2715159;0.197453552;0.372723602;NaN;-0.074535858;-0.071559875;-0.061263298;0.093476303;0.162061707;-0.035573753;0.033367882;0.235999069;0.104291222;-0.091206047;0.031049992;0.253536011;0.953126221;0.700587097;0.457097534;-0.016538252;-0.158690079;0.050656322;0.968732422;0.696145203;0.511263031;-0.017299353;-0.162926739
0.326984985;0.254295639;0.529372314;0.032694546;0.263277374;0.190919937;0.372135712;NaN;-0.074785309;-0.071614403;-0.061021275;0.093796204;0.161985794;-0.035532616;0.032990582;0.236575378;0.104908363;-0.090319366;0.031736605;0.254123016;0.952625549;0.700688354;0.454555145;-0.016651575;-0.158877884;0.050706272;0.969684937;0.696485352;0.514112366;-0.016732273;-0.162364836
0.335465088;0.261154358;0.529208862;0.032179771;0.255082642;0.184227005;0.371709076;NaN;-0.075049965;-0.071682549;-0.060949924;0.094267708;0.161896576;-0.035549858;0.033101082;0.237165985;0.105547432;-0.089596436;0.032505993;0.254732452;0.952114075;0.700775696;0.451895081;-0.016791658;-0.15906192;0.050688911;0.97062323;0.696699768;0.517033447;-0.016359314;-0.161766667
0.343690826;0.267945984;0.528881165;0.031532269;0.24706897;0.177848907;0.371741089;NaN;-0.075616028;-0.07174826;-0.060747196;0.095135063;0.161753403;-0.035572868;0.033687607;0.237766403;0.106023178;-0.089126945;0.033365547;0.255374756;0.951611328;0.70084259;0.449122681;-0.016902679;-0.159202682;0.050461842;0.971570557;0.697032166;0.520054932;-0.016150654;-0.161140614
0.351684174;0.274597198;0.528470825;0.031023489;0.239417984;0.171536407;0.371913544;NaN;-0.076088104;-0.0717994;-0.060469612;0.09558873;0.16155159;-0.035496914;0.03446003;0.238355804;0.106572098;-0.088655266;0.034419331;0.256078522;0.951028381;0.700890259;0.446378235;-0.017062088;-0.159417526;0.050810001;0.972513672;0.697349304;0.522864685;-0.01568065;-0.160434115
0.359581451;0.281124176;0.527770874;0.030253981;0.23147876;0.165171722;0.372456787;NaN;-0.076682564;-0.071781204;-0.06024559;0.095944969;0.161232605;-0.035492546;0.034512913;0.238899872;0.106926186;-0.088180016;0.03587413;0.256780579;0.95042981;0.700971741;0.443637054;-0.017155981;-0.159624405;0.05155843;0.973382263;0.697541687;0.525904236;-0.015202946;-0.159700224
0.367038696;0.287637695;0.527171753;0.029674606;0.224179382;0.159151337;0.3732547;NaN;-0.077054909;-0.071921379;-0.05997406;0.096843712;0.160823822;-0.035630474;0.034298706;0.239416656;0.107069916;-0.087864426;0.036193356;0.257434967;0.949869202;0.700980774;0.440962982;-0.017333883;-0.159913818;0.052050999;0.974323975;0.697700684;0.528792053;-0.014634126;-0.158962254
0.374262665;0.293803864;0.526458984;0.029029367;0.217059509;0.153533127;0.374488495;NaN;-0.077499191;-0.072079369;-0.05968206;0.098167366;0.160408661;-0.035828102;0.03512608;0.240032639;0.107353729;-0.08788076;0.035748093;0.258081329;0.949334656;0.700985107;0.438416687;-0.017432678;-0.159961304;0.052123409;0.975246948;0.697912354;0.531671753;-0.014322059;-0.158261749
0.3810495;0.299724792;0.5253974;0.028390739;0.210490952;0.148152908;0.376116302;NaN;-0.077571678;-0.072139679;-0.059471046;0.098660324;0.159813263;-0.035983482;0.035382446;0.240623169;0.107641907;-0.087949715;0.03648597;0.258687286;0.948698486;0.700892456;0.435817169;-0.017608606;-0.15992189;0.051720055;0.975969299;0.698125671;0.534213257;-0.014060181;-0.157570223
